inquiry_id,product_id,lang,text,true_theme
Q06208,P0216,en,Do you support DDP shipping to the US?,delivery
Q06209,P0402,en,"Your competitor offers $X less, can you match it?",price
Q06210,P0355,zh,大批量采购可以给个更好的价格吗?,price
Q06211,P0394,zh,这个月有促销价吗?,price
Q06212,P0291,zh,这个产品支持IPX7防水吗?,feature
Q06213,P0036,en,Can you change the box design to our brand?,customization
Q06214,P0304,en,Does this product support waterproof IPX7?,feature
Q06215,P0446,en,Is air freight available for urgent orders?,delivery
Q06216,P0333,en,Can you offer a better price for bulk orders?,price
Q06217,P0115,zh,电池容量多少毫安?,feature
Q06218,P0411,zh,包装盒能换成我们的品牌设计吗?,customization
Q06219,P0262,en,What is the minimum order quantity to get a discount?,price
Q06220,P0269,en,What is the battery capacity?,feature
Q06221,P0250,en,Does this product support waterproof IPX7?,feature
Q06222,P0299,zh,最低起订量多少才能拿到折扣?,price
Q06223,P0332,zh,电池容量多少毫安?,feature
Q06224,P0480,zh,500件的话价格能再优惠吗?,price
Q06225,P0078,zh,首次合作能给9折吗?,price
Q06226,P0468,zh,保修期多久?,feature
Q06227,P0255,en,Does this product support waterproof IPX7?,feature
Q06228,P0041,en,"We need custom retail packaging, is that possible?",customization
Q06229,P0023,zh,这个产品支持IPX7防水吗?,feature
Q06230,P0333,en,What is the minimum order quantity to get a discount?,price
Q06231,P0403,en,What's the lead time for 1000 units?,delivery
Q06232,P0183,zh,这个月有促销价吗?,price
Q06233,P0347,zh,能保证12月15号前到货吗?,delivery
Q06234,P0051,en,Can the color be customized?,customization
Q06235,P0114,zh,急单能走空运吗?,delivery
Q06236,P0246,zh,颜色可以定制吗?,customization
Q06237,P0268,en,Is air freight available for urgent orders?,delivery
Q06238,P0250,zh,材料是否不含BPA?,feature
Q06239,P0079,en,What is the minimum order quantity to get a discount?,price
Q06240,P0412,zh,颜色可以定制吗?,customization
Q06241,P0351,en,What is the battery capacity?,feature
Q06242,P0245,en,Is the material BPA-free?,feature
Q06243,P0055,zh,这个产品支持IPX7防水吗?,feature
Q06244,P0461,zh,包装盒能换成我们的品牌设计吗?,customization
Q06245,P0345,en,What is the minimum order quantity to get a discount?,price
Q06246,P0381,en,Do you have any promotional pricing this month?,price
Q06247,P0473,en,What is the minimum order quantity to get a discount?,price
Q06248,P0204,zh,能保证12月15号前到货吗?,delivery
Q06249,P0179,en,What is the minimum order quantity to get a discount?,price
Q06250,P0459,zh,500件的话价格能再优惠吗?,price
Q06251,P0321,en,Can you offer a better price for bulk orders?,price
Q06252,P0129,en,Do you support DDP shipping to the US?,delivery
Q06253,P0008,zh,"你们竞争对手报价更低,能否匹配?",price
Q06254,P0213,en,What's the warranty period?,feature
Q06255,P0441,en,How long is the shipping time to Germany?,delivery
Q06256,P0237,zh,材料是否不含BPA?,feature
Q06257,P0272,en,Will the order arrive before Chinese New Year?,delivery
Q06258,P0072,en,What's the warranty period?,feature
Q06259,P0159,en,Do you have any promotional pricing this month?,price
Q06260,P0088,zh,能发一下技术参数表吗?,feature
Q06261,P0078,en,The price seems high compared to similar products.,price
Q06262,P0490,en,Does this product support waterproof IPX7?,feature
Q06263,P0460,en,Is private label packaging available?,customization
Q06264,P0139,zh,电池容量多少毫安?,feature
Q06265,P0176,en,Can you change the box design to our brand?,customization
Q06266,P0104,en,Can we add our logo on the packaging?,customization
Q06267,P0177,en,Any chance of a 10% discount for first-time buyers?,price
Q06268,P0406,zh,春节前能到货吗?,delivery
Q06269,P0288,zh,首次合作能给9折吗?,price
Q06270,P0451,zh,电池容量多少毫安?,feature
Q06271,P0454,zh,"你们竞争对手报价更低,能否匹配?",price
Q06272,P0306,en,Does this product support waterproof IPX7?,feature
Q06273,P0316,en,Is the material BPA-free?,feature
Q06274,P0097,zh,保修期多久?,feature
Q06275,P0201,zh,春节前能到货吗?,delivery
Q06276,P0438,en,Does it come with a CE certification?,feature
Q06277,P0263,zh,材料是否不含BPA?,feature
Q06278,P0034,zh,大批量采购可以给个更好的价格吗?,price
Q06279,P0264,en,Is air freight available for urgent orders?,delivery
Q06280,P0208,en,What's the warranty period?,feature
Q06281,P0222,en,Is the price negotiable for 500 units?,price
Q06282,P0476,zh,支持OEM/ODM吗?,customization
Q06283,P0231,en,Any chance of a 10% discount for first-time buyers?,price
Q06284,P0393,zh,有CE认证吗?,feature
Q06285,P0480,zh,春节前能到货吗?,delivery
Q06286,P0355,zh,最低起订量多少才能拿到折扣?,price
Q06287,P0427,zh,首次合作能给9折吗?,price
Q06288,P0069,en,What is the battery capacity?,feature
Q06289,P0056,en,Is the material BPA-free?,feature
Q06290,P0360,en,Is air freight available for urgent orders?,delivery
Q06291,P0271,en,Can you guarantee delivery before December 15?,delivery
Q06292,P0242,en,Can you offer a better price for bulk orders?,price
Q06293,P0310,en,How long is the shipping time to Germany?,delivery
Q06294,P0174,zh,急单能走空运吗?,delivery
Q06295,P0080,zh,能发一下技术参数表吗?,feature
Q06296,P0032,zh,能发一下技术参数表吗?,feature
Q06297,P0057,zh,材料是否不含BPA?,feature
Q06298,P0368,en,Do you support OEM/ODM service?,customization
Q06299,P0291,zh,支持OEM/ODM吗?,customization
Q06300,P0145,en,What's the warranty period?,feature
Q06301,P0411,en,Can the color be customized?,customization
Q06302,P0085,en,Is the price negotiable for 500 units?,price
Q06303,P0171,en,Is air freight available for urgent orders?,delivery
Q06304,P0380,zh,包装上能加我们的logo吗?,customization
Q06305,P0340,en,The price seems high compared to similar products.,price
Q06306,P0464,en,Can you offer a better price for bulk orders?,price
Q06307,P0097,zh,这个月有促销价吗?,price
Q06308,P0465,en,Do you have any promotional pricing this month?,price
Q06309,P0183,zh,这个产品支持IPX7防水吗?,feature
Q06310,P0299,zh,包装上能加我们的logo吗?,customization
Q06311,P0340,zh,电池容量多少毫安?,feature
Q06312,P0130,zh,大批量采购可以给个更好的价格吗?,price
Q06313,P0059,en,Can you change the box design to our brand?,customization
Q06314,P0195,zh,最低起订量多少才能拿到折扣?,price
Q06315,P0106,zh,能发一下技术参数表吗?,feature
Q06316,P0445,zh,发到德国需要多久?,delivery
Q06317,P0017,zh,急单能走空运吗?,delivery
Q06318,P0212,zh,这个产品支持IPX7防水吗?,feature
Q06319,P0171,zh,"你们竞争对手报价更低,能否匹配?",price
Q06320,P0384,en,Can you offer a better price for bulk orders?,price
Q06321,P0485,en,Can you offer a better price for bulk orders?,price
Q06322,P0264,zh,有CE认证吗?,feature
Q06323,P0072,en,The price seems high compared to similar products.,price
Q06324,P0303,en,What is the minimum order quantity to get a discount?,price
Q06325,P0433,en,"Your competitor offers $X less, can you match it?",price
Q06326,P0208,zh,500件的话价格能再优惠吗?,price
Q06327,P0000,en,Does this product support waterproof IPX7?,feature
Q06328,P0035,en,Does this product support waterproof IPX7?,feature
Q06329,P0067,zh,首次合作能给9折吗?,price
Q06330,P0301,zh,能保证12月15号前到货吗?,delivery
Q06331,P0444,en,Does it come with a CE certification?,feature
Q06332,P0327,en,How long is the shipping time to Germany?,delivery
Q06333,P0491,en,Can you share the technical spec sheet?,feature
Q06334,P0279,en,Can we add our logo on the packaging?,customization
Q06335,P0292,zh,保修期多久?,feature
Q06336,P0046,zh,首次合作能给9折吗?,price
Q06337,P0320,zh,材料是否不含BPA?,feature
Q06338,P0308,en,Do you have any promotional pricing this month?,price
Q06339,P0111,en,Any chance of a 10% discount for first-time buyers?,price
Q06340,P0330,en,Can the color be customized?,customization
Q06341,P0254,zh,1000件的生产周期多久?,delivery
Q06342,P0006,en,Is the price negotiable for 500 units?,price
Q06343,P0379,zh,材料是否不含BPA?,feature
Q06344,P0493,zh,这个产品支持IPX7防水吗?,feature
Q06345,P0050,en,Is the material BPA-free?,feature
Q06346,P0280,zh,保修期多久?,feature
Q06347,P0223,zh,大批量采购可以给个更好的价格吗?,price
Q06348,P0288,zh,"你们竞争对手报价更低,能否匹配?",price
Q06349,P0285,en,The price seems high compared to similar products.,price
Q06350,P0305,en,Is air freight available for urgent orders?,delivery
Q06351,P0268,en,What's the warranty period?,feature
Q06352,P0169,en,Does it come with a CE certification?,feature
Q06353,P0405,en,Can you offer a better price for bulk orders?,price
Q06354,P0188,zh,能保证12月15号前到货吗?,delivery
Q06355,P0381,zh,保修期多久?,feature
Q06356,P0247,zh,"需要定制零售包装,可以做吗?",customization
Q06357,P0498,zh,包装盒能换成我们的品牌设计吗?,customization
Q06358,P0218,en,Do you have any promotional pricing this month?,price
Q06359,P0186,en,What's the warranty period?,feature
Q06360,P0365,en,What is the battery capacity?,feature
Q06361,P0174,zh,500件的话价格能再优惠吗?,price
Q06362,P0148,zh,电池容量多少毫安?,feature
Q06363,P0274,zh,急单能走空运吗?,delivery
Q06364,P0091,zh,大批量采购可以给个更好的价格吗?,price
Q06365,P0243,en,How long is the shipping time to Germany?,delivery
Q06366,P0025,en,Can you offer a better price for bulk orders?,price
Q06367,P0327,zh,发到德国需要多久?,delivery
Q06368,P0330,en,"Your competitor offers $X less, can you match it?",price
Q06369,P0102,zh,能保证12月15号前到货吗?,delivery
Q06370,P0318,en,What is the minimum order quantity to get a discount?,price
Q06371,P0035,en,Do you support DDP shipping to the US?,delivery
Q06372,P0334,en,What is the battery capacity?,feature
Q06373,P0104,en,Do you have any promotional pricing this month?,price
Q06374,P0063,en,Can you change the box design to our brand?,customization
Q06375,P0140,en,What's the warranty period?,feature
Q06376,P0205,zh,和同类产品相比价格偏高。,price
Q06377,P0265,zh,材料是否不含BPA?,feature
Q06378,P0432,zh,"你们竞争对手报价更低,能否匹配?",price
Q06379,P0348,en,Does it come with a CE certification?,feature
Q06380,P0131,zh,电池容量多少毫安?,feature
Q06381,P0439,zh,材料是否不含BPA?,feature
Q06382,P0179,zh,保修期多久?,feature
Q06383,P0407,en,Can you offer a better price for bulk orders?,price
Q06384,P0493,zh,首次合作能给9折吗?,price
Q06385,P0396,zh,可以做自有品牌包装吗?,customization
Q06386,P0265,en,Is the price negotiable for 500 units?,price
Q06387,P0053,en,Does it come with a CE certification?,feature
Q06388,P0421,en,Does this product support waterproof IPX7?,feature
Q06389,P0253,zh,1000件的生产周期多久?,delivery
Q06390,P0133,zh,保修期多久?,feature
Q06391,P0115,zh,500件的话价格能再优惠吗?,price
Q06392,P0377,en,Does it come with a CE certification?,feature
Q06393,P0282,zh,和同类产品相比价格偏高。,price
Q06394,P0439,en,Is the price negotiable for 500 units?,price
Q06395,P0392,zh,保修期多久?,feature
Q06396,P0468,zh,这个产品支持IPX7防水吗?,feature
Q06397,P0417,en,How long is the shipping time to Germany?,delivery
Q06398,P0068,en,Can you change the box design to our brand?,customization
Q06399,P0186,zh,保修期多久?,feature
Q06400,P0150,zh,能发一下技术参数表吗?,feature
Q06401,P0393,en,Does this product support waterproof IPX7?,feature
Q06402,P0153,zh,和同类产品相比价格偏高。,price
Q06403,P0120,zh,包装上能加我们的logo吗?,customization
Q06404,P0261,en,Is private label packaging available?,customization
Q06405,P0348,zh,包装盒能换成我们的品牌设计吗?,customization
Q06406,P0116,en,Can you change the box design to our brand?,customization
Q06407,P0301,en,Can you offer a better price for bulk orders?,price
Q06408,P0024,zh,大批量采购可以给个更好的价格吗?,price
Q06409,P0052,zh,1000件的生产周期多久?,delivery
Q06410,P0284,zh,保修期多久?,feature
Q06411,P0017,zh,支持OEM/ODM吗?,customization
Q06412,P0204,en,What's the warranty period?,feature
Q06413,P0420,zh,能发一下技术参数表吗?,feature
Q06414,P0299,zh,电池容量多少毫安?,feature
Q06415,P0264,en,Can you offer a better price for bulk orders?,price
Q06416,P0214,en,Is the material BPA-free?,feature
Q06417,P0195,zh,这个月有促销价吗?,price
Q06418,P0160,en,"Your competitor offers $X less, can you match it?",price
Q06419,P0113,zh,1000件的生产周期多久?,delivery
Q06420,P0324,zh,春节前能到货吗?,delivery
Q06421,P0460,en,"Your competitor offers $X less, can you match it?",price
Q06422,P0290,en,Do you support OEM/ODM service?,customization
Q06423,P0038,en,Do you have any promotional pricing this month?,price
Q06424,P0092,en,Can you share the technical spec sheet?,feature
Q06425,P0202,en,Do you have any promotional pricing this month?,price
Q06426,P0228,zh,1000件的生产周期多久?,delivery
Q06427,P0144,zh,发到德国需要多久?,delivery
Q06428,P0344,zh,"你们竞争对手报价更低,能否匹配?",price
Q06429,P0068,en,Can you guarantee delivery before December 15?,delivery
Q06430,P0296,zh,500件的话价格能再优惠吗?,price
Q06431,P0139,en,The price seems high compared to similar products.,price
Q06432,P0199,zh,最低起订量多少才能拿到折扣?,price
Q06433,P0455,zh,可以做自有品牌包装吗?,customization
Q06434,P0490,zh,包装盒能换成我们的品牌设计吗?,customization
Q06435,P0082,en,Do you have any promotional pricing this month?,price
Q06436,P0043,zh,保修期多久?,feature
Q06437,P0314,zh,能发一下技术参数表吗?,feature
Q06438,P0252,en,Is air freight available for urgent orders?,delivery
Q06439,P0154,zh,这个月有促销价吗?,price
Q06440,P0290,en,"Your competitor offers $X less, can you match it?",price
Q06441,P0002,zh,支持DDP发到美国吗?,delivery
Q06442,P0108,en,Do you support OEM/ODM service?,customization
Q06443,P0322,zh,"需要定制零售包装,可以做吗?",customization
Q06444,P0392,en,What is the battery capacity?,feature
Q06445,P0469,zh,首次合作能给9折吗?,price
Q06446,P0325,zh,颜色可以定制吗?,customization
Q06447,P0432,en,Do you support DDP shipping to the US?,delivery
Q06448,P0392,en,Is the material BPA-free?,feature
Q06449,P0405,zh,和同类产品相比价格偏高。,price
Q06450,P0356,en,Any chance of a 10% discount for first-time buyers?,price
Q06451,P0004,zh,大批量采购可以给个更好的价格吗?,price
Q06452,P0391,en,The price seems high compared to similar products.,price
Q06453,P0481,zh,有CE认证吗?,feature
Q06454,P0046,en,What is the battery capacity?,feature
Q06455,P0446,en,Can the color be customized?,customization
Q06456,P0301,zh,支持OEM/ODM吗?,customization
Q06457,P0341,zh,支持OEM/ODM吗?,customization
Q06458,P0194,en,How long is the shipping time to Germany?,delivery
Q06459,P0390,zh,支持OEM/ODM吗?,customization
Q06460,P0208,zh,大批量采购可以给个更好的价格吗?,price
Q06461,P0446,en,What's the warranty period?,feature
Q06462,P0151,en,Does it come with a CE certification?,feature
Q06463,P0065,en,"Your competitor offers $X less, can you match it?",price
Q06464,P0205,en,Is air freight available for urgent orders?,delivery
Q06465,P0044,en,Does this product support waterproof IPX7?,feature
Q06466,P0327,en,Can you change the box design to our brand?,customization
Q06467,P0269,zh,包装盒能换成我们的品牌设计吗?,customization
Q06468,P0411,zh,急单能走空运吗?,delivery
Q06469,P0432,zh,这个月有促销价吗?,price
Q06470,P0217,en,Does this product support waterproof IPX7?,feature
Q06471,P0339,en,What's the lead time for 1000 units?,delivery
Q06472,P0168,en,Is air freight available for urgent orders?,delivery
Q06473,P0406,zh,可以做自有品牌包装吗?,customization
Q06474,P0245,zh,包装上能加我们的logo吗?,customization
Q06475,P0316,zh,和同类产品相比价格偏高。,price
Q06476,P0169,zh,能保证12月15号前到货吗?,delivery
Q06477,P0018,zh,支持OEM/ODM吗?,customization
Q06478,P0321,zh,可以做自有品牌包装吗?,customization
Q06479,P0107,en,Is the material BPA-free?,feature
Q06480,P0168,en,Any chance of a 10% discount for first-time buyers?,price
Q06481,P0278,en,Do you support DDP shipping to the US?,delivery
Q06482,P0473,en,What is the minimum order quantity to get a discount?,price
Q06483,P0027,zh,颜色可以定制吗?,customization
Q06484,P0284,en,Can you share the technical spec sheet?,feature
Q06485,P0464,en,Is private label packaging available?,customization
Q06486,P0047,en,Does this product support waterproof IPX7?,feature
Q06487,P0036,en,What is the battery capacity?,feature
Q06488,P0121,zh,500件的话价格能再优惠吗?,price
Q06489,P0150,zh,包装上能加我们的logo吗?,customization
Q06490,P0217,zh,急单能走空运吗?,delivery
Q06491,P0430,en,Is the price negotiable for 500 units?,price
Q06492,P0122,zh,这个产品支持IPX7防水吗?,feature
Q06493,P0040,zh,春节前能到货吗?,delivery
Q06494,P0158,zh,可以做自有品牌包装吗?,customization
Q06495,P0333,zh,"需要定制零售包装,可以做吗?",customization
Q06496,P0225,zh,和同类产品相比价格偏高。,price
Q06497,P0154,en,Does it come with a CE certification?,feature
Q06498,P0029,en,Do you support OEM/ODM service?,customization
Q06499,P0439,en,Can you share the technical spec sheet?,feature
Q06500,P0291,en,Is private label packaging available?,customization
Q06501,P0262,zh,包装上能加我们的logo吗?,customization
Q06502,P0101,zh,保修期多久?,feature
Q06503,P0168,en,What's the warranty period?,feature
Q06504,P0119,zh,急单能走空运吗?,delivery
Q06505,P0077,en,Do you have any promotional pricing this month?,price
Q06506,P0097,en,Can you change the box design to our brand?,customization
Q06507,P0242,en,Can the color be customized?,customization
Q06508,P0094,zh,这个产品支持IPX7防水吗?,feature
Q06509,P0337,zh,这个产品支持IPX7防水吗?,feature
Q06510,P0279,zh,最低起订量多少才能拿到折扣?,price
Q06511,P0427,zh,保修期多久?,feature
Q06512,P0027,en,Does this product support waterproof IPX7?,feature
Q06513,P0357,en,Is the material BPA-free?,feature
Q06514,P0084,zh,这个产品支持IPX7防水吗?,feature
Q06515,P0257,zh,可以做自有品牌包装吗?,customization
Q06516,P0370,en,What's the warranty period?,feature
Q06517,P0084,zh,这个月有促销价吗?,price
Q06518,P0007,en,"Your competitor offers $X less, can you match it?",price
Q06519,P0015,zh,可以做自有品牌包装吗?,customization
Q06520,P0003,zh,这个月有促销价吗?,price
Q06521,P0295,en,Can you guarantee delivery before December 15?,delivery
Q06522,P0478,en,Can we add our logo on the packaging?,customization
Q06523,P0383,zh,"需要定制零售包装,可以做吗?",customization
Q06524,P0433,zh,"需要定制零售包装,可以做吗?",customization
Q06525,P0314,zh,500件的话价格能再优惠吗?,price
Q06526,P0108,en,Can you offer a better price for bulk orders?,price
Q06527,P0137,en,What's the lead time for 1000 units?,delivery
Q06528,P0067,zh,这个月有促销价吗?,price
Q06529,P0224,en,Do you have any promotional pricing this month?,price
Q06530,P0150,zh,首次合作能给9折吗?,price
Q06531,P0427,zh,首次合作能给9折吗?,price
Q06532,P0282,en,Is air freight available for urgent orders?,delivery
Q06533,P0491,en,Is air freight available for urgent orders?,delivery
Q06534,P0034,zh,包装盒能换成我们的品牌设计吗?,customization
Q06535,P0462,zh,材料是否不含BPA?,feature
Q06536,P0076,en,Any chance of a 10% discount for first-time buyers?,price
Q06537,P0169,en,Can you share the technical spec sheet?,feature
Q06538,P0441,en,Do you have any promotional pricing this month?,price
Q06539,P0355,en,Will the order arrive before Chinese New Year?,delivery
Q06540,P0410,zh,能发一下技术参数表吗?,feature
Q06541,P0025,en,Can you offer a better price for bulk orders?,price
Q06542,P0165,zh,电池容量多少毫安?,feature
Q06543,P0489,zh,能发一下技术参数表吗?,feature
Q06544,P0382,en,Do you support DDP shipping to the US?,delivery
Q06545,P0431,zh,电池容量多少毫安?,feature
Q06546,P0131,zh,能保证12月15号前到货吗?,delivery
Q06547,P0077,en,How long is the shipping time to Germany?,delivery
Q06548,P0437,zh,最低起订量多少才能拿到折扣?,price
Q06549,P0001,en,Any chance of a 10% discount for first-time buyers?,price
Q06550,P0287,en,Is air freight available for urgent orders?,delivery
Q06551,P0337,zh,可以做自有品牌包装吗?,customization
Q06552,P0173,en,What is the battery capacity?,feature
Q06553,P0443,en,The price seems high compared to similar products.,price
Q06554,P0104,en,Do you support DDP shipping to the US?,delivery
Q06555,P0151,zh,"你们竞争对手报价更低,能否匹配?",price
Q06556,P0064,en,What is the battery capacity?,feature
Q06557,P0109,zh,首次合作能给9折吗?,price
Q06558,P0306,en,Does it come with a CE certification?,feature
Q06559,P0143,zh,这个产品支持IPX7防水吗?,feature
Q06560,P0284,zh,"你们竞争对手报价更低,能否匹配?",price
Q06561,P0033,en,Any chance of a 10% discount for first-time buyers?,price
Q06562,P0066,en,Will the order arrive before Chinese New Year?,delivery
Q06563,P0464,zh,急单能走空运吗?,delivery
Q06564,P0385,zh,材料是否不含BPA?,feature
Q06565,P0002,zh,和同类产品相比价格偏高。,price
Q06566,P0096,zh,和同类产品相比价格偏高。,price
Q06567,P0031,zh,能发一下技术参数表吗?,feature
Q06568,P0356,zh,春节前能到货吗?,delivery
Q06569,P0418,en,Can you share the technical spec sheet?,feature
Q06570,P0305,en,Can you guarantee delivery before December 15?,delivery
Q06571,P0129,en,Do you have any promotional pricing this month?,price
Q06572,P0480,zh,电池容量多少毫安?,feature
Q06573,P0401,en,The price seems high compared to similar products.,price
Q06574,P0118,en,Is the price negotiable for 500 units?,price
Q06575,P0159,zh,材料是否不含BPA?,feature
Q06576,P0308,zh,"你们竞争对手报价更低,能否匹配?",price
Q06577,P0478,en,"Your competitor offers $X less, can you match it?",price
Q06578,P0319,zh,保修期多久?,feature
Q06579,P0140,en,Do you support OEM/ODM service?,customization
Q06580,P0060,zh,1000件的生产周期多久?,delivery
Q06581,P0318,en,Can you offer a better price for bulk orders?,price
Q06582,P0138,en,Does this product support waterproof IPX7?,feature
Q06583,P0369,en,What's the warranty period?,feature
Q06584,P0206,zh,首次合作能给9折吗?,price
Q06585,P0126,en,What is the battery capacity?,feature
Q06586,P0385,zh,能发一下技术参数表吗?,feature
Q06587,P0429,zh,这个产品支持IPX7防水吗?,feature
Q06588,P0186,zh,支持DDP发到美国吗?,delivery
Q06589,P0005,zh,最低起订量多少才能拿到折扣?,price
Q06590,P0256,en,Do you have any promotional pricing this month?,price
Q06591,P0080,en,Is the material BPA-free?,feature
Q06592,P0048,en,"Your competitor offers $X less, can you match it?",price
Q06593,P0350,zh,500件的话价格能再优惠吗?,price
Q06594,P0040,en,Is the price negotiable for 500 units?,price
Q06595,P0452,en,The price seems high compared to similar products.,price
Q06596,P0067,en,Does this product support waterproof IPX7?,feature
Q06597,P0039,zh,保修期多久?,feature
Q06598,P0350,en,What is the battery capacity?,feature
Q06599,P0118,zh,首次合作能给9折吗?,price
Q06600,P0309,zh,能保证12月15号前到货吗?,delivery
Q06601,P0351,en,What's the warranty period?,feature
Q06602,P0062,zh,这个月有促销价吗?,price
Q06603,P0483,en,Is air freight available for urgent orders?,delivery
Q06604,P0350,en,Does this product support waterproof IPX7?,feature
Q06605,P0189,en,Can you offer a better price for bulk orders?,price
Q06606,P0462,zh,这个产品支持IPX7防水吗?,feature
Q06607,P0414,en,"Your competitor offers $X less, can you match it?",price
Q06608,P0489,zh,最低起订量多少才能拿到折扣?,price
Q06609,P0433,en,The price seems high compared to similar products.,price
Q06610,P0315,zh,保修期多久?,feature
Q06611,P0379,zh,500件的话价格能再优惠吗?,price
Q06612,P0251,en,Can the color be customized?,customization
Q06613,P0498,en,The price seems high compared to similar products.,price
Q06614,P0477,zh,包装上能加我们的logo吗?,customization
Q06615,P0317,zh,能保证12月15号前到货吗?,delivery
Q06616,P0317,zh,能发一下技术参数表吗?,feature
Q06617,P0424,en,Is private label packaging available?,customization
Q06618,P0358,en,Do you have any promotional pricing this month?,price
Q06619,P0137,zh,保修期多久?,feature
Q06620,P0437,zh,这个月有促销价吗?,price
Q06621,P0244,zh,包装盒能换成我们的品牌设计吗?,customization
Q06622,P0460,en,Can we add our logo on the packaging?,customization
Q06623,P0290,en,Is the material BPA-free?,feature
Q06624,P0050,en,Does this product support waterproof IPX7?,feature
Q06625,P0318,zh,电池容量多少毫安?,feature
Q06626,P0058,zh,和同类产品相比价格偏高。,price
Q06627,P0243,en,What is the minimum order quantity to get a discount?,price
Q06628,P0154,en,Any chance of a 10% discount for first-time buyers?,price
Q06629,P0071,en,What is the battery capacity?,feature
Q06630,P0415,zh,春节前能到货吗?,delivery
Q06631,P0416,zh,支持DDP发到美国吗?,delivery
Q06632,P0029,zh,能发一下技术参数表吗?,feature
Q06633,P0197,en,Is the price negotiable for 500 units?,price
Q06634,P0270,en,Can you change the box design to our brand?,customization
Q06635,P0104,zh,"需要定制零售包装,可以做吗?",customization
Q06636,P0023,en,Can we add our logo on the packaging?,customization
Q06637,P0409,en,Can you guarantee delivery before December 15?,delivery
Q06638,P0018,zh,大批量采购可以给个更好的价格吗?,price
Q06639,P0469,en,"We need custom retail packaging, is that possible?",customization
Q06640,P0415,zh,和同类产品相比价格偏高。,price
Q06641,P0310,en,What is the battery capacity?,feature
Q06642,P0315,zh,保修期多久?,feature
Q06643,P0260,zh,支持OEM/ODM吗?,customization
Q06644,P0360,en,Is the price negotiable for 500 units?,price
Q06645,P0049,en,Can the color be customized?,customization
Q06646,P0498,en,Do you support DDP shipping to the US?,delivery
Q06647,P0168,en,Can you share the technical spec sheet?,feature
Q06648,P0336,zh,"你们竞争对手报价更低,能否匹配?",price
Q06649,P0451,en,"Your competitor offers $X less, can you match it?",price
Q06650,P0242,zh,这个产品支持IPX7防水吗?,feature
Q06651,P0476,zh,包装上能加我们的logo吗?,customization
Q06652,P0015,en,Can you offer a better price for bulk orders?,price
Q06653,P0088,zh,包装上能加我们的logo吗?,customization
Q06654,P0112,zh,"需要定制零售包装,可以做吗?",customization
Q06655,P0002,zh,材料是否不含BPA?,feature
Q06656,P0450,en,Does this product support waterproof IPX7?,feature
Q06657,P0378,zh,电池容量多少毫安?,feature
Q06658,P0354,en,What is the minimum order quantity to get a discount?,price
Q06659,P0168,zh,大批量采购可以给个更好的价格吗?,price
Q06660,P0343,zh,这个月有促销价吗?,price
Q06661,P0219,zh,急单能走空运吗?,delivery
Q06662,P0287,zh,材料是否不含BPA?,feature
Q06663,P0025,zh,支持DDP发到美国吗?,delivery
Q06664,P0430,en,Can you share the technical spec sheet?,feature
Q06665,P0423,zh,有CE认证吗?,feature
Q06666,P0370,en,What's the warranty period?,feature
Q06667,P0122,en,Can we add our logo on the packaging?,customization
Q06668,P0318,en,Is the material BPA-free?,feature
Q06669,P0035,zh,电池容量多少毫安?,feature
Q06670,P0181,zh,急单能走空运吗?,delivery
Q06671,P0112,en,How long is the shipping time to Germany?,delivery
Q06672,P0357,en,Can you guarantee delivery before December 15?,delivery
Q06673,P0427,zh,材料是否不含BPA?,feature
Q06674,P0427,en,What is the minimum order quantity to get a discount?,price
Q06675,P0079,en,Can you offer a better price for bulk orders?,price
Q06676,P0088,en,What's the warranty period?,feature
Q06677,P0134,zh,支持DDP发到美国吗?,delivery
Q06678,P0201,en,What is the battery capacity?,feature
Q06679,P0166,en,How long is the shipping time to Germany?,delivery
Q06680,P0479,en,Is private label packaging available?,customization
Q06681,P0303,en,The price seems high compared to similar products.,price
Q06682,P0070,en,Does it come with a CE certification?,feature
Q06683,P0322,en,What's the warranty period?,feature
Q06684,P0422,en,What is the battery capacity?,feature
Q06685,P0487,zh,"你们竞争对手报价更低,能否匹配?",price
Q06686,P0410,zh,能发一下技术参数表吗?,feature
Q06687,P0010,en,Any chance of a 10% discount for first-time buyers?,price
Q06688,P0240,zh,支持DDP发到美国吗?,delivery
Q06689,P0021,en,Is the material BPA-free?,feature
Q06690,P0172,zh,和同类产品相比价格偏高。,price
Q06691,P0493,en,Any chance of a 10% discount for first-time buyers?,price
Q06692,P0021,zh,这个月有促销价吗?,price
Q06693,P0317,zh,首次合作能给9折吗?,price
Q06694,P0492,en,Does this product support waterproof IPX7?,feature
Q06695,P0082,zh,保修期多久?,feature
Q06696,P0377,en,Can you guarantee delivery before December 15?,delivery
Q06697,P0008,en,Does this product support waterproof IPX7?,feature
Q06698,P0423,en,What is the minimum order quantity to get a discount?,price
Q06699,P0177,en,Can you offer a better price for bulk orders?,price
Q06700,P0157,zh,最低起订量多少才能拿到折扣?,price
Q06701,P0283,zh,包装上能加我们的logo吗?,customization
Q06702,P0343,zh,1000件的生产周期多久?,delivery
Q06703,P0183,zh,首次合作能给9折吗?,price
Q06704,P0342,en,Can you guarantee delivery before December 15?,delivery
Q06705,P0031,en,Do you support DDP shipping to the US?,delivery
Q06706,P0427,en,Will the order arrive before Chinese New Year?,delivery
Q06707,P0342,zh,最低起订量多少才能拿到折扣?,price
